ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,Crédito_1,Crédito_2,Crédito_3,Crédito_4,Monto solicitado,Días de Mora,Monto Deuda Promedio,Número de meses inactivo,numero de cuotas,Aval,PAGA
2514,M       ,7000000,42,UNV     ,CAS     ,55,90,SANTIAGO        ,0,450000,1045340,1000000,4845,0,98330,2,22,NO,
2515,M       ,1150000,40,TEC     ,SOL     ,138,1,ARICA           ,3189393,92973,0,2057835,4716,0,2082,3,11,SI,
2516,F       ,8810000,35,TEC     ,VIU     ,88,67,VINA DEL MAR    ,0,0,0,0,13,0,0,1,59,NO,
2517,F       ,45000,39,MED     ,SOL     ,78,182,LINARES         ,0,767981,0,21493,1648,0,22,1,12,SI,
2518,M       ,9630000,43,UNV     ,CAS     ,17,118,SANTIAGO        ,0,250000,0,680225,0,0,484,1,24,NO,
2519,F       ,2500000,51,MED     ,CAS     ,13,16,ANTOFAGASTA     ,0,500000,0,0,0,0,11759,0,80,NO,
2520,M       ,657000,52,MED     ,CAS     ,138,1,ARICA           ,0,0,0,0,504,0,0,1,22,NO,
2521,M       ,500000,43,MED     ,CAS     ,10,5,IQUIQUE         ,0,600000,0,0,0,0,212,0,14,NO,
2522,M       ,1600000,39,MED     ,CAS     ,151,226,CONCEPCION      ,0,21994,1578568,600000,1474,0,8148,2,80,SI,
2523,M       ,803000,55,TEC     ,CAS     ,90,93,SANTIAGO        ,0,428111,0,0,97,16,0,1,36,NO,
2524,M       ,492000,31,TEC     ,CAS     ,56,131,RANCAGUA        ,0,510336,0,0,628,0,0,2,14,NO,
2525,M       ,450000,28,TEC     ,VIU     ,56,138,RENGO           ,0,250000,0,0,0,0,102,0,16,NO,
2526,F       ,8870000,35,TEC     ,SOL     ,66,253,TEMUCO          ,0,504505,0,0,777,12,0,3,11,NO,
2527,F       ,1030000,41,TEC     ,CAS     ,138,1,ARICA           ,1597606,500000,0,0,3313,0,3509,3,19,NO,
2528,F       ,2736000,54,MED     ,SEP     ,85,88,SANTIAGO        ,0,0,0,0,264,10,401,1,80,NO,
2529,F       ,462000,27,TEC     ,SOL     ,120,104,SANTIAGO        ,0,493994,0,3292,0,0,792,0,14,NO,
2530,M       ,650000,26,UNV     ,SOL     ,138,1,ARICA           ,1502045,0,0,0,1573,0,0,1,11,NO,
2531,M       ,550000,49,MED     ,CAS     ,138,1,ARICA           ,0,510361,0,0,1544,0,0,2,7,NO,
2532,M       ,550000,38,TEC     ,SEP     ,88,67,VINA DEL MAR    ,0,25765,0,2500000,965,0,2582,2,13,NO,
2533,F       ,1500000,39,MED     ,SEP     ,90,85,SANTIAGO        ,0,-78103,0,921362,1542,0,938,3,60,NO,
2534,M       ,1814000,35,MED     ,CAS     ,72,504,EL SALVADOR     ,0,53909,0,0,1258,4,506,1,80,NO,
2535,F       ,8000000,38,TEC     ,VIU     ,118,85,SANTIAGO        ,0,1332123,0,13132,1340,29,0,1,47,NO,
2536,F       ,1340000,45,UNV     ,SOL     ,100,85,SANTIAGO        ,2976240,0,0,0,3383,0,24420,2,34,NO,
2537,F       ,52100,46,TEC     ,SOL     ,103,93,SANTIAGO        ,0,433506,0,0,2,0,0,1,16,SI,
2538,M       ,3000000,45,TEC     ,CAS     ,102,90,SANTIAGO        ,0,321321,0,0,335,0,30797,3,80,NO,
2539,M       ,550000,25,TEC     ,SOL     ,127,80,SANTIAGO        ,0,250000,0,0,0,0,1,0,20,NO,
2540,M       ,564000,55,UNV     ,SOL     ,20,50,SAN ESTEBAN     ,0,299927,0,0,819,0,0,1,15,SI,
2541,F       ,869000,49,MED     ,CAS     ,88,67,VINA DEL MAR    ,0,864534,0,0,437,0,197,2,35,NO,
2542,M       ,8690000,43,UNV     ,CAS     ,142,93,SANTIAGO        ,2495423,517668,0,0,2798,0,44,1,80,SI,
2543,M       ,74200,50,MED     ,CAS     ,55,90,SANTIAGO        ,0,500000,1366018,0,0,0,1664,1,21,NO,
2544,F       ,1512000,30,TEC     ,CAS     ,101,85,SANTIAGO        ,0,395586,0,250000,347,24,256,1,72,NO,
2545,M       ,4000000,46,UNV     ,SOL     ,14,22,COPIAPO         ,0,451439,0,29885,0,0,31294,0,80,NO,
2546,F       ,55800,53,MED     ,SOL     ,80,110,SANTIAGO        ,0,0,0,0,0,0,263,0,80,SI,
2547,F       ,450000,31,UNV     ,CAS     ,27,226,CONCEPCION      ,0,1149975,6200898,0,0,24,7398,1,7,NO,
2548,F       ,938000,36,UNV     ,SOL     ,88,67,VINA DEL MAR    ,0,563277,0,0,0,0,17,0,42,NO,
2549,M       ,473000,50,UNV     ,SOL     ,102,100,SANTIAGO        ,499803,217864,0,0,709,0,0,1,12,NO,
2550,M       ,549000,40,TEC     ,SOL     ,138,1,ARICA           ,0,219943,0,0,23,0,0,1,20,NO,
2551,M       ,50000,50,UNV     ,CAS     ,55,90,SANTIAGO        ,1447476,-6993,0,456948,1890,0,734,1,7,NO,
2552,F       ,530000,58,MED     ,SOL     ,12,13,CALAMA          ,0,103185,0,0,235,0,0,1,19,NO,
2553,F       ,85000,40,TEC     ,SOL     ,85,92,SANTIAGO        ,0,298960,0,0,390,2,0,1,72,SI,
2554,M       ,1136000,41,TEC     ,CAS     ,52,85,SANTIAGO        ,0,0,0,0,1442,0,4383,1,43,NO,
2555,F       ,1655000,46,MED     ,CAS     ,55,108,SANTIAGO        ,0,650000,0,301031,0,0,277,0,80,NO,
2556,F       ,68300,58,MED     ,SOL     ,25,80,SANTIAGO        ,1246222,1495521,0,0,1074,22,0,1,18,SI,
2557,M       ,445000,54,UNV     ,SOL     ,27,226,CONCEPCION      ,0,194642,0,0,22,0,0,1,16,NO,
2558,M       ,80000,41,UNV     ,CAS     ,104,93,SANTIAGO        ,3062897,879,0,778021,4048,1,729,2,20,NO,
2559,M       ,2587000,47,UNV     ,CAS     ,39,86,SANTIAGO        ,0,0,0,0,0,0,630,0,80,NO,
2560,M       ,1228000,52,MED     ,CAS     ,27,226,CONCEPCION      ,0,1256473,0,0,20,20,11762,1,49,NO,
2561,M       ,500000,36,TEC     ,CAS     ,108,90,SANTIAGO        ,0,600000,0,400000,0,0,408,0,14,SI,
2562,F       ,8000000,37,TEC     ,VIU     ,37,1,ARICA           ,0,600000,0,0,337,15,0,1,80,NO,
2563,M       ,54700,45,UNV     ,CAS     ,55,90,SANTIAGO        ,3451018,411773,0,1500000,4616,0,1526,2,12,NO,
2564,M       ,80000,45,UNV     ,CAS     ,55,90,SANTIAGO        ,380438,1387625,0,0,580,0,24883,1,23,NO,
2565,F       ,530000,27,UNV     ,CAS     ,47,131,RANCAGUA        ,0,135723,0,134530,73,0,125,1,20,NO,
2566,M       ,1200000,40,TEC     ,CAS     ,12,13,CALAMA          ,0,800000,0,0,5489,0,0,2,6,NO,
2567,M       ,2062000,42,MED     ,SOL     ,82,90,SANTIAGO        ,0,574917,0,0,1,9,261,1,80,NO,
2568,M       ,500000,30,UNV     ,SOL     ,27,226,CONCEPCION      ,0,123885,0,250000,0,0,68,1,19,NO,
2569,M       ,782000,40,UNV     ,CAS     ,31,119,SANTIAGO        ,0,222652,0,245688,2220,0,38,2,17,NO,
2570,M       ,94600,53,UNV     ,CAS     ,142,89,SANTIAGO        ,0,3777,0,163444,627,0,166,2,21,SI,
2571,M       ,787000,50,UNV     ,CAS     ,31,119,SANTIAGO        ,0,479807,0,0,1692,0,0,2,23,NO,
2572,F       ,2626000,42,MED     ,CAS     ,24,88,SANTIAGO        ,0,1507705,0,0,189,96,1,2,80,NO,
2573,M       ,770000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,366666,16605,0,87438,2012,0,45,3,19,NO,
2574,M       ,605000,38,UNV     ,CAS     ,66,279,PANGUIPULLI     ,0,300000,0,136861,0,0,81,0,22,NO,
2575,F       ,450000,48,UNV     ,CAS     ,90,105,SANTIAGO        ,0,550000,0,0,0,25,306,1,13,NO,
2576,M       ,750000,48,UNV     ,SEP     ,138,1,ARICA           ,0,693036,0,0,0,0,46,1,31,NO,
2577,M       ,604000,29,TEC     ,CAS     ,27,226,CONCEPCION      ,0,238030,0,0,6,0,0,1,22,NO,
2578,M       ,1446000,40,,CAS     ,62,298,LLANQUIHUE      ,0,944183,0,590603,28,60,367,1,63,SI,
2579,M       ,500000,32,BAS     ,SEP     ,31,120,SANTIAGO        ,264748,250000,0,100000,352,0,102,1,15,SI,
2580,M       ,760000,47,UNV     ,CAS     ,31,119,SANTIAGO        ,1493564,239177,0,1000000,2240,0,7783,2,16,NO,
2581,M       ,880000,45,UNV     ,CAS     ,45,89,SANTIAGO        ,0,117827,0,369785,524,0,3973,2,39,SI,
2582,M       ,1240000,32,UNV     ,CAS     ,125,88,SANTIAGO        ,0,315204,0,500000,3659,0,180,1,26,NO,
2583,M       ,76600,45,UNV     ,SEP     ,16,88,SANTIAGO        ,0,500000,0,0,,0,0,1,13,NO,
2584,F       ,50000,44,MED     ,SOL     ,12,13,CALAMA          ,0,0,0,0,682,0,43464,1,80,SI,
2585,M       ,1140000,42,UNV     ,CAS     ,52,104,SANTIAGO        ,0,301852,0,17356,0,0,1,1,54,NO,
2586,M       ,489000,38,UNV     ,SOL     ,52,99,SANTIAGO        ,0,0,0,0,0,0,4,0,20,NO,
2587,M       ,1500000,53,MED     ,CAS     ,27,226,CONCEPCION      ,0,59634,0,1500000,229,0,2230,1,73,NO,
2588,M       ,52700,49,MED     ,CAS     ,55,90,SANTIAGO        ,0,582361,0,1084908,68,0,3732,2,62,SI,
2589,F       ,1486000,48,MED     ,CAS     ,65,77,EL QUISCO       ,0,485922,0,0,11,0,28291,1,70,SI,
2590,F       ,600000,35,UNV     ,CAS     ,107,164,CURICO          ,0,1159299,0,0,141,0,0,1,13,NO,
2591,M       ,1000000,54,UNV     ,SOL     ,92,88,SANTIAGO        ,0,800000,0,0,337,0,0,1,42,NO,
2592,M       ,68000,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,871623,0,1000000,3320,0,52583,2,69,SI,
2593,F       ,1500000,47,MED     ,CAS     ,64,85,SANTIAGO        ,0,800000,0,0,0,23,0,0,67,NO,
2594,F       ,500000,42,MED     ,CAS     ,67,193,CHILLAN         ,0,0,0,0,0,0,0,0,20,NO,
2595,M       ,650000,27,UNV     ,SOL     ,47,66,VALPARAISO      ,0,500000,0,0,0,0,86,0,21,NO,
2596,F       ,6500000,33,TEC     ,CAS     ,74,284,OSORNO          ,0,43939,0,0,192,2,0,1,16,NO,
2597,F       ,668000,46,UNV     ,CAS     ,92,88,SANTIAGO        ,0,373913,0,394183,450,0,20967,2,23,NO,
2598,F       ,5000000,31,MED     ,SOL     ,134,16,ANTOFAGASTA     ,0,1152583,5018648,0,204,32,5285,1,48,NO,
2599,M       ,600000,49,UNV     ,SOL     ,76,84,SANTIAGO        ,860317,233388,0,233777,1124,0,247,2,13,SI,
2600,M       ,1157000,54,UNV     ,SOL     ,25,90,SANTIAGO        ,0,650000,0,119998,0,15,80,1,52,NO,
2601,M       ,500000,46,UNV     ,CAS     ,31,119,SANTIAGO        ,0,300000,0,548625,0,0,560,1,17,NO,
2602,M       ,800000,48,MED     ,CAS     ,102,105,SANTIAGO        ,0,700685,0,0,450,19,0,2,33,NO,
2603,M       ,6800000,41,UNV     ,CAS     ,81,85,SANTIAGO        ,0,-17290,0,400000,517,0,268,2,17,NO,
2604,M       ,1500000,43,MED     ,CAS     ,48,88,SANTIAGO        ,0,812198,0,0,34,4,0,1,67,NO,
2605,F       ,6300000,30,TEC     ,SOL     ,60,291,PUERTO MONTT    ,0,195649,0,350000,1169,0,689,1,16,NO,
2606,F       ,800000,34,TEC     ,SOL     ,77,126,SAN PEDRO       ,0,835518,0,268308,856,0,180,1,32,SI,
2607,F       ,480000,26,TEC     ,SOL     ,90,110,SANTIAGO        ,0,11297,0,0,178,0,0,1,18,SI,
2608,M       ,980000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,800000,0,0,3322,0,1792,1,16,NO,
2609,M       ,1030000,48,UNV     ,SOL     ,28,80,SANTIAGO        ,0,800000,0,166920,0,0,103,1,44,NO,
2610,M       ,735000,52,UNV     ,CAS     ,52,80,SANTIAGO        ,0,800000,0,25024,1941,0,0,2,10,NO,
2611,M       ,3327000,46,UNV     ,CAS     ,85,88,SANTIAGO        ,0,0,0,783198,0,0,302,1,80,NO,
2612,M       ,50000,55,UNV     ,CAS     ,55,90,SANTIAGO        ,957180,794387,0,158039,1144,11,161,1,58,NO,
2613,F       ,788000,46,MED     ,SOL     ,73,80,SANTIAGO        ,0,1164494,0,0,0,21,0,0,28,NO,
2614,M       ,1000000,28,UNV     ,SOL     ,61,285,SAN PABLO       ,0,535671,0,1000000,1056,30,14624,2,40,NO,
2615,M       ,2700000,42,MED     ,CAS     ,19,115,SANTIAGO        ,0,389673,0,0,48,0,283,1,80,NO,
2616,M       ,832000,41,UNV     ,CAS     ,13,16,ANTOFAGASTA     ,0,250000,0,1074252,0,16,1037,0,40,NO,
2617,F       ,4840000,33,TEC     ,SOL     ,107,118,SANTIAGO        ,0,150196,0,1971,484,3,214,1,14,NO,
2618,M       ,68200,49,UNV     ,VIU     ,30,100,SANTIAGO        ,0,365928,0,222329,1607,0,0,1,13,NO,
2619,M       ,650000,32,TEC     ,CAS     ,41,88,SANTIAGO        ,0,799208,0,108790,22,0,0,1,19,NO,
2620,M       ,1000000,44,TEC     ,CAS     ,91,279,PANGUIPULLI     ,0,325843,0,2000000,132,0,2042,1,47,NO,
2621,M       ,1133000,37,UNV     ,CAS     ,90,89,SANTIAGO        ,0,990243,0,110337,0,14,0,0,47,NO,
2622,F       ,2626000,42,TEC     ,CAS     ,24,88,SANTIAGO        ,0,1507705,0,0,189,96,1,2,80,NO,
2623,F       ,800000,30,UNV     ,CAS     ,27,226,,318254,58293,0,219548,539,0,408,1,35,NO,
2624,F       ,4200000,49,TEC     ,SOL     ,90,88,SANTIAGO        ,0,0,7302805,0,12490,0,118186,1,80,NO,
2625,M       ,450000,40,TEC     ,CAS     ,90,103,SANTIAGO        ,0,495866,0,23859,0,11,17,0,14,NO,
2626,M       ,535000,29,UNV     ,CAS     ,27,226,CONCEPCION      ,0,243961,0,191487,718,0,0,2,15,NO,
2627,M       ,787000,53,MED     ,CAS     ,17,80,SANTIAGO        ,1493566,1289990,0,205949,1760,75,228,1,12,NO,
2628,F       ,696000,43,TEC     ,SOL     ,14,22,COPIAPO         ,1298602,1055159,0,398675,1619,0,295,1,5,SI,
2629,F       ,900000,42,UNV     ,SOL     ,61,284,OSORNO          ,0,1087088,0,1000000,204,0,0,1,35,NO,
2630,M       ,444000,43,UNV     ,CAS     ,138,1,ARICA           ,0,300000,0,0,0,12,0,1,15,NO,
2631,F       ,490000,50,UNV     ,SEP     ,138,1,ARICA           ,0,154670,0,440810,951,0,1594,2,11,NO,
2632,M       ,6340000,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,600000,0,0,574,0,0,1,16,NO,
2633,M       ,1766000,54,MED     ,CAS     ,54,89,SANTIAGO        ,0,0,0,0,0,0,6166,0,80,NO,
2634,F       ,6810000,31,TEC     ,VIU     ,67,226,CONCEPCION      ,0,500000,0,0,681,0,177,1,23,NO,
2635,M       ,80000,46,MED     ,CAS     ,55,90,SANTIAGO        ,0,300000,0,317231,0,0,408,1,21,NO,
2636,F       ,435000,50,UNV     ,,131,94,SANTIAGO        ,0,543111,0,0,0,0,0,1,12,SI,
2637,M       ,1386000,43,MED     ,CAS     ,82,108,SANTIAGO        ,0,-7112,0,1000000,5845,23,2041,3,11,SI,
2638,M       ,6500000,43,UNV     ,CAS     ,102,88,SANTIAGO        ,0,600954,0,181888,429,0,186,1,80,NO,
2639,F       ,470000,51,TEC     ,SEP     ,53,93,SANTIAGO        ,0,250000,0,0,9,0,0,2,17,NO,
2640,M       ,6010000,43,UNV     ,CAS     ,55,90,SANTIAGO        ,0,848454,0,0,2049,0,0,2,19,NO,
2641,M       ,750000,47,UNV     ,CAS     ,138,1,ARICA           ,0,141497,15539605,0,988,0,0,1,28,NO,
2642,M       ,9010000,44,UNV     ,CAS     ,55,90,SANTIAGO        ,554159,294300,0,0,865,0,0,2,30,NO,
2643,M       ,692000,48,UNV     ,CAS     ,31,119,SANTIAGO        ,0,133999,0,100000,366,0,2329,2,25,NO,
2644,M       ,1170000,26,UNV     ,SOL     ,37,85,SANTIAGO        ,0,0,0,0,25,0,50,1,59,NO,
2645,M       ,2453000,32,TEC     ,SOL     ,90,80,SANTIAGO        ,0,800000,0,170050,0,0,63063,0,80,NO,
2646,M       ,781000,28,UNV     ,SOL     ,66,253,TEMUCO          ,0,800000,0,326329,0,0,197,0,32,NO,
2647,M       ,80000,45,UNV     ,CAS     ,55,90,SANTIAGO        ,0,195666,0,349999,478,0,274,1,20,NO,
2648,M       ,1400000,38,TEC     ,CAS     ,59,88,SANTIAGO        ,2067854,750000,0,267824,3307,0,679,2,37,NO,
2649,F       ,78700,53,TEC     ,SOL     ,12,13,CALAMA          ,2287434,47168,0,1000000,3445,0,1021,1,5,SI,
2650,F       ,3895000,51,TEC     ,SEP     ,138,93,SANTIAGO        ,0,26464,0,0,564,69,663,3,80,NO,
2651,F       ,67000,48,TEC     ,SOL     ,51,88,SANTIAGO        ,0,300000,0,0,0,0,106,0,58,SI,
2652,M       ,6850000,40,MED     ,CAS     ,84,81,SANTIAGO        ,0,800000,0,387842,2759,0,1902,1,48,NO,
2653,M       ,900000,30,TEC     ,CAS     ,13,16,ANTOFAGASTA     ,0,825000,0,0,73,29,7,1,37,NO,
2654,M       ,1300000,39,TEC     ,CAS     ,100,94,SANTIAGO        ,718928,165259,0,98499,2236,0,100,2,43,NO,
2655,M       ,8830000,42,UNV     ,CAS     ,55,90,SANTIAGO        ,2111081,1281025,0,89453,2220,0,0,1,12,NO,
2656,M       ,500000,40,UNV     ,SOL     ,27,226,CONCEPCION      ,383380,0,0,0,467,0,0,1,16,NO,
2657,M       ,720000,60,MED     ,SOL     ,63,300,CASTRO          ,1220862,500000,0,0,420,0,20051,3,12,NO,
2658,M       ,1100000,49,UNV     ,CAS     ,138,1,ARICA           ,0,970100,0,0,5,0,0,1,46,NO,
2659,M       ,840000,54,TEC     ,CAS     ,152,84,SANTIAGO        ,0,0,0,1743230,35,32,1486,1,42,NO,
2660,M       ,590000,45,UNV     ,CAS     ,90,80,SANTIAGO        ,0,550000,0,0,420,13,3,1,19,NO,
2661,F       ,600000,53,TEC     ,CAS     ,84,88,SANTIAGO        ,0,9771,0,600000,560,0,177,1,19,NO,
2662,M       ,700000,50,TEC     ,CAS     ,138,1,ARICA           ,0,250000,0,105307,108,0,240,1,26,NO,
2663,F       ,700000,40,UNV     ,SEP     ,27,226,CONCEPCION      ,249327,169490,0,500000,894,0,2353,2,20,NO,
2664,M       ,800000,47,UNV     ,SOL     ,138,1,ARICA           ,477812,250000,4852448,611836,1229,32,6147,2,28,NO,
2665,M       ,484000,48,MED     ,CAS     ,84,90,SANTIAGO        ,0,493994,0,35892,0,0,36,1,15,SI,
2666,M       ,1647000,36,TEC     ,CAS     ,84,88,SANTIAGO        ,0,1150000,0,357032,0,40,1223,0,80,NO,
2667,M       ,1000000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,0,0,113058,3065,0,3649,3,20,SI,
2668,M       ,2000000,53,UNV     ,CAS     ,10,5,IQUIQUE         ,0,0,1019541,0,1396,0,15981,3,80,NO,
2669,M       ,50000,43,MED     ,SEP     ,39,80,SANTIAGO        ,0,10811,0,4143,1186,0,4,2,9,NO,
2670,F       ,1500000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,2750000,0,0,1552,0,0,1,48,SI,
2671,F       ,888000,50,TEC     ,CAS     ,54,89,SANTIAGO        ,0,-13500,0,0,2580,0,748,3,19,NO,
2672,M       ,2517000,38,UNV     ,CAS     ,120,89,SANTIAGO        ,0,1000000,0,7667,8444,0,37709,1,67,NO,
2673,M       ,710000,38,UNV     ,SOL     ,124,253,TEMUCO          ,0,371064,0,0,145,0,0,1,25,NO,
2674,F       ,7500000,42,TEC     ,SOL     ,67,193,CHILLAN         ,0,545170,0,1902239,0,0,1852,0,43,NO,
2675,M       ,1200000,50,MED     ,SOL     ,138,1,ARICA           ,0,936344,0,931055,2175,38,662,3,39,SI,
2676,F       ,7000000,39,TEC     ,SOL     ,24,115,SANTIAGO        ,0,0,0,0,199,0,0,1,62,NO,
2677,M       ,2000000,40,MED     ,CAS     ,10,5,IQUIQUE         ,0,0,0,1000000,0,24,1021,0,80,SI,
2678,M       ,1300000,55,UNV     ,CAS     ,122,85,SANTIAGO        ,0,0,,0,83,0,234,1,65,SI,
2679,F       ,67000,42,TEC     ,SEP     ,44,92,SANTIAGO        ,0,250000,0,0,41,26,2180,1,21,SI,
2680,F       ,558000,52,UNV     ,SOL     ,57,112,SANTIAGO        ,0,590445,0,116311,645,15,0,2,16,NO,
2681,M       ,4380000,44,UNV     ,CAS     ,55,90,SANTIAGO        ,0,21564,0,100000,175,0,103,1,26,NO,
2682,F       ,5000000,39,MED     ,VIU     ,27,89,SANTIAGO        ,0,261959,0,871186,1233,0,1002,1,28,NO,
2683,M       ,5010000,43,UNV     ,CAS     ,100,86,SANTIAGO        ,0,800000,0,249302,3090,14,608,1,45,NO,
2684,F       ,550000,45,MED     ,CAS     ,31,119,SANTIAGO        ,0,72380,0,300000,1241,0,191,2,10,NO,
2685,M       ,815000,52,TEC     ,CAS     ,76,85,SANTIAGO        ,0,995215,0,626517,5,0,628,1,31,NO,
2686,M       ,630000,49,UNV     ,CAS     ,138,1,ARICA           ,0,300000,0,0,0,0,74,1,23,NO,
2687,M       ,1290000,49,UNV     ,SEP     ,138,1,ARICA           ,0,50958,0,334889,4425,31,547,2,21,NO,
2688,F       ,3210000,53,MED     ,CAS     ,53,80,SANTIAGO        ,0,0,0,0,9778,0,127460,3,80,NO,
2689,F       ,730000,50,TEC     ,CAS     ,138,1,ARICA           ,0,600000,0,0,1981,0,612,2,10,NO,
2690,F       ,780000,45,TEC     ,CAS     ,138,1,ARICA           ,1384106,15124,0,99275,2019,0,1006,1,19,NO,
2691,M       ,61000,43,UNV     ,CAS     ,55,90,SANTIAGO        ,0,1718366,0,1527517,830,0,33134,2,23,SI,
2692,M       ,4470000,43,UNV     ,CAS     ,55,90,SANTIAGO        ,0,0,0,0,0,5,0,1,28,SI,
2693,M       ,542000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,0,0,0,31,0,0,1,22,NO,
2694,M       ,500000,31,UNV     ,CAS     ,60,291,PUERTO MONTT    ,0,870757,0,500000,1219,14,511,2,8,NO,
2695,F       ,564000,55,BAS     ,CAS     ,20,50,SAN ESTEBAN     ,0,299927,0,0,819,0,0,1,15,SI,
2696,M       ,700000,42,MED     ,CAS     ,92,82,SANTIAGO        ,0,0,0,250000,98,0,5113,1,28,NO,
2697,F       ,86700,47,TEC     ,SOL     ,22,1,ARICA           ,0,35283,0,0,380,0,100,1,42,SI,
2698,M       ,3000000,39,TEC     ,CAS     ,90,16,ANTOFAGASTA     ,0,800000,0,0,376,74,35173,1,80,NO,
2699,F       ,73000,50,TEC     ,SOL     ,55,89,SANTIAGO        ,0,455000,0,0,1,3,0,1,46,SI,
2700,F       ,74200,45,TEC     ,SOL     ,51,85,SANTIAGO        ,0,216342,0,0,499,0,0,1,36,SI,
2701,F       ,600000,47,UNV     ,SOL     ,84,88,SANTIAGO        ,0,9771,0,600000,560,0,177,1,19,NO,
2702,M       ,2257000,56,MED     ,SOL     ,51,88,SANTIAGO        ,5813695,2317011,0,97741,0,0,0,0,55,NO,
2703,M       ,60000,45,UNV     ,CAS     ,55,90,SANTIAGO        ,0,293845,0,500000,6,0,3394,1,20,NO,
2704,F       ,960000,50,TEC     ,CAS     ,90,97,SANTIAGO        ,1734683,-3167,0,500000,2529,0,263,1,23,NO,
2705,F       ,597000,52,UNV     ,CAS     ,31,119,SANTIAGO        ,0,0,0,0,44,0,0,1,24,NO,
2706,M       ,1600000,36,MED     ,CAS     ,90,85,SANTIAGO        ,0,0,1637042,0,3532,34,1936,1,61,NO,
2707,F       ,3000000,52,MED     ,CAS     ,14,16,ANTOFAGASTA     ,0,2600000,0,0,1,11,0,1,80,NO,
2708,M       ,4350000,44,UNV     ,CAS     ,55,90,SANTIAGO        ,0,250000,0,26593,85,37,0,1,36,SI,
2709,F       ,1520000,50,UNV     ,CAS     ,31,119,SANTIAGO        ,0,1150000,8101805,0,0,0,9463,1,80,NO,
2710,M       ,450000,38,TEC     ,CAS     ,43,70,QUILPUE         ,0,238233,0,0,11,0,0,1,16,NO,
2711,F       ,600000,43,MED     ,CAS     ,63,300,CASTRO          ,0,0,0,0,0,0,410,0,24,,
2712,M       ,1900000,46,MED     ,CAS     ,127,90,SANTIAGO        ,0,705650,0,2351006,555,0,1845,1,80,NO,
2713,F       ,50000,55,TEC     ,VIU     ,31,119,SANTIAGO        ,2365328,300000,0,1500000,2871,0,2078,1,75,SI,
2714,M       ,8340000,44,UNV     ,CAS     ,118,80,SANTIAGO        ,0,748750,0,500000,0,21,18735,1,45,NO,
2715,F       ,800000,57,UNV     ,CAS     ,90,89,SANTIAGO        ,0,800000,0,0,484,0,1,1,32,NO,
2716,F       ,490000,40,MED     ,CAS     ,134,16,ANTOFAGASTA     ,0,800000,0,124363,312,10,127,1,12,NO,
2717,M       ,800000,32,TEC     ,CAS     ,78,182,LINARES         ,0,498967,0,0,74,0,0,1,36,NO,
2718,M       ,52500,40,MED     ,CAS     ,55,90,SANTIAGO        ,261433,494096,0,891441,554,0,1628,1,13,NO,
2719,F       ,743000,32,MED     ,CAS     ,88,61,LA CALERA       ,0,239387,0,500000,1781,0,920,3,20,NO,
2720,F       ,573000,51,MED     ,CAS     ,93,89,SANTIAGO        ,0,400000,0,599108,0,0,0,0,19,NO,
2721,F       ,6500000,36,TEC     ,VIU     ,57,49,LOS ANDES       ,0,339175,0,0,0,4,0,0,15,NO,
2722,M       ,2986000,47,UNV     ,SEP     ,31,119,SANTIAGO        ,0,2959991,0,0,10,30,129,1,80,NO,
2723,M       ,500000,52,TEC     ,SOL     ,39,84,SANTIAGO        ,0,1224,0,327764,1053,0,326,2,10,NO,
2724,M       ,8000000,42,UNV     ,CAS     ,55,90,SANTIAGO        ,2001259,1489767,0,631013,3523,0,743,1,32,SI,
2725,F       ,,54,MED     ,CAS     ,31,119,SANTIAGO        ,304494,0,0,0,408,0,0,1,14,NO,
2726,F       ,597000,46,UNV     ,CAS     ,138,1,ARICA           ,706802,341583,0,300000,1686,0,203,2,8,NO,
2727,M       ,600000,47,UNV     ,CAS     ,90,89,SANTIAGO        ,437452,364590,0,9701,766,0,98,1,16,SI,
2728,M       ,800000,31,MED     ,SOL     ,90,105,SANTIAGO        ,1462387,480610,0,0,1570,0,0,1,21,NO,
2729,F       ,8930000,33,MED     ,VIU     ,19,115,SANTIAGO        ,1502045,775032,0,0,2140,11,0,1,7,NO,
2730,M       ,1032000,39,MED     ,CAS     ,56,138,RENGO           ,0,0,0,263751,102,0,241,1,51,NO,
2731,F       ,2000000,59,TEC     ,CAS     ,101,98,SANTIAGO        ,0,500000,0,2500000,1152,0,2823,1,80,NO,
2732,M       ,900000,49,UNV     ,SOL     ,138,1,ARICA           ,853773,520000,0,322558,1845,0,572,1,27,NO,
2733,F       ,510000,39,TEC     ,CAS     ,96,131,RANCAGUA        ,0,1050000,0,279914,305,0,0,1,10,NO,
2734,M       ,2000000,44,TEC     ,VIU     ,50,88,SANTIAGO        ,0,1440326,0,1910326,3275,51,80996,3,80,NO,
2735,F       ,1004000,53,TEC     ,SOL     ,27,226,CONCEPCION      ,3615994,174661,0,1352747,3822,24,3015,1,12,SI,
